0.588108,0.602838,0.635446,0.639415,0.646659,0.660322,0.665591,0.666105,0.661678,0.678838,0.685567,0.690825,0.689952,0.692814,0.674983,0.664737,0.658155,0.660274,0.663316,0.693287,0.707527,0.709034,0.701940,0.704485,0.686364,0.675838,0.673777,0.679964,0.679388,0.681098,0.676028,0.662967,0.652581,0.638390,0.621508,0.616181,0.617242,0.604567,0.606950,0.564746,0.528599,0.522459,0.525551,0.515320,0.537522,0.569755,0.567362,0.576247,0.586565,0.593014,0.600471,0.613411,0.611917,0.612802,0.617047,0.607987,0.609056,0.605432,0.595155,0.585267,0.583861,0.581809,0.575939,0.574981,0.569679,0.562662,0.565116,0.578372,0.593179,0.599078,0.601909,0.577387,0.540120,0.536500,0.495566,0.469230,0.445996,0.477985,0.443722,0.489069,0.489935,0.576265,0.604386,0.535978,0.530618,0.540050,0.649849,0.609488,0.704481,0.656274,0.649660,0.545228,0.528995,0.490949,0.605493
0.134574,0.160060,0.148970,0.233165,0.235080,0.219087,0.206126,0.240379,0.261094,0.283748,0.294940,0.288706,0.271330,0.245941,0.222745,0.211155,0.220479,0.215211,0.214414,0.227605,0.230158,0.228004,0.246432,0.253559,0.244986,0.253346,0.259518,0.257846,0.263632,0.272790,0.276945,0.273447,0.275752,0.274377,0.276173,0.275658,0.283209,0.288349,0.286260,0.284111,0.287255,0.281904,0.296937,0.304521,0.311822,0.312069,0.320168,0.310514,0.309651,0.312367,0.324466,0.335488,0.344585,0.350394,0.353125,0.347267,0.342994,0.332673,0.334765,0.336737,0.336194,0.334384,0.344913,0.334242,0.337656,0.338777,0.336471,0.328079,0.336057,0.319775,0.323745,0.317809,0.328393,0.341999,0.359225,0.355077,0.364981,0.356424,0.346330,0.351483,0.357771,0.368384,0.370053,0.356466,0.367303,0.365433,0.376780,0.382196,0.356319,0.349693,0.362503,0.344768,0.336669,0.388268,0.470818
0.705226,0.532693,0.457920,0.414407,0.425247,0.420345,0.438665,0.455447,0.476115,0.496008,0.511906,0.519174,0.534741,0.553005,0.561345,0.587120,0.616973,0.632018,0.643842,0.652889,0.651531,0.644312,0.654797,0.659106,0.661987,0.665284,0.667858,0.666498,0.661110,0.654153,0.648253,0.641930,0.635785,0.629847,0.623840,0.613578,0.607365,0.587831,0.564624,0.535844,0.519568,0.521180,0.491531,0.475421,0.457801,0.447429,0.399609,0.411808,0.411845,0.422857,0.426457,0.464261,0.449494,0.462747,0.457073,0.443465,0.431385,0.417294,0.385525,0.367046,0.352480,0.329814,0.323609,0.316903,0.296038,0.278695,0.255131,0.224984,0.194269,0.181469,0.166353,0.159732,0.163789,0.179787,0.181022,0.201590,0.211388,0.214278,0.203873,0.230269,0.209739,0.236367,0.235269,0.226508,0.286942,0.342150,0.448477,0.239634,0.178982,0.154761,0.182645,0.215951,0.286593,0.395112,0.519022
0.428526,0.451407,0.424667,0.386851,0.379798,0.403124,0.393245,0.405351,0.421875,0.419733,0.422482,0.425848,0.426631,0.403837,0.385595,0.366951,0.366841,0.371716,0.394551,0.442692,0.467530,0.479517,0.480542,0.499604,0.509035,0.528272,0.542605,0.563962,0.575651,0.584263,0.594554,0.607812,0.611398,0.618434,0.628472,0.634935,0.633672,0.630605,0.628562,0.627200,0.621433,0.626976,0.619456,0.618217,0.613209,0.606423,0.596251,0.601470,0.599237,0.595438,0.592478,0.586183,0.577190,0.574603,0.575663,0.582464,0.590755,0.602457,0.603376,0.605469,0.605231,0.608956,0.603996,0.616788,0.611939,0.615670,0.617175,0.621534,0.609488,0.625248,0.617251,0.621511,0.627756,0.628511,0.627531,0.651479,0.653419,0.652913,0.662430,0.649389,0.642229,0.631616,0.629947,0.643534,0.632697,0.634567,0.623220,0.617804,0.643681,0.650307,0.637497,0.655232,0.663331,0.611732,0.529182
1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
0.134574,0.160060,0.148970,0.233165,0.235080,0.219087,0.206126,0.240379,0.261094,0.283748,0.294940,0.288706,0.271330,0.245941,0.222745,0.211155,0.220479,0.215211,0.214414,0.227605,0.230158,0.228004,0.246432,0.253559,0.244986,0.253346,0.259518,0.257846,0.263632,0.272790,0.276945,0.273447,0.275752,0.274377,0.276173,0.275658,0.283209,0.288349,0.286260,0.284111,0.287255,0.281904,0.296937,0.304521,0.311822,0.312069,0.320168,0.310514,0.309651,0.312367,0.324466,0.335488,0.344585,0.350394,0.353125,0.347267,0.342994,0.332673,0.334765,0.336737,0.336194,0.334384,0.344913,0.334242,0.337656,0.338777,0.336471,0.328079,0.336057,0.319775,0.323745,0.317809,0.328393,0.341999,0.359225,0.355077,0.364981,0.356424,0.346330,0.351483,0.357771,0.368384,0.370053,0.356466,0.367303,0.365433,0.376780,0.382196,0.356319,0.349693,0.362503,0.344768,0.336669,0.388268,0.470818
0.955200,0.952067,0.933179,0.911768,0.906735,0.886786,0.857562,0.831065,0.806842,0.769470,0.743302,0.719140,0.719905,0.715155,0.719740,0.714672,0.737515,0.738824,0.755451,0.760756,0.790306,0.792066,0.791578,0.780244,0.761037,0.742692,0.728120,0.716874,0.716075,0.720388,0.728664,0.731501,0.743144,0.745045,0.747963,0.751460,0.751210,0.755452,0.752288,0.750164,0.740871,0.730452,0.736906,0.739671,0.738937,0.739546,0.745731,0.728039,0.724102,0.726751,0.734359,0.741512,0.753635,0.762983,0.757652,0.755574,0.757393,0.754134,0.743280,0.755688,0.750213,0.727466,0.719259,0.728335,0.717388,0.719322,0.723364,0.725539,0.724639,0.735637,0.747094,0.757771,0.764898,0.759584,0.750580,0.717524,0.611279,0.535315,0.501115,0.528539,0.605562,0.790089,0.779523,0.773013,0.741854,0.790438,0.834900,0.906585,0.873455,0.872521,0.845446,0.823039,0.777606,0.805569,0.836904
0.000363,0.006580,0.006696,0.005790,0.007889,0.010234,0.008493,0.011186,0.013866,0.017547,0.021218,0.024298,0.024057,0.024641,0.022855,0.019739,0.018309,0.016984,0.017040,0.014899,0.011493,0.010399,0.011986,0.009309,0.009835,0.011005,0.016298,0.017367,0.019639,0.017860,0.020191,0.016926,0.021937,0.023126,0.031515,0.033649,0.035954,0.031937,0.030669,0.028576,0.032882,0.026763,0.025565,0.024771,0.023984,0.018309,0.020956,0.021385,0.021506,0.016719,0.013371,0.014399,0.012251,0.011642,0.014476,0.018690,0.017299,0.017733,0.026190,0.030738,0.033023,0.034549,0.041352,0.037661,0.040820,0.050873,0.047984,0.042262,0.038332,0.036612,0.021505,0.025160,0.031837,0.066898,0.101991,0.144516,0.151002,0.151542,0.095186,0.030265,0.044636,0.053138,0.083645,0.101533,0.146916,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.395304,0.159853,0.083432,0.072005,0.050169,0.036788,0.024851,0.038435,0.033109,0.027592,0.033601,0.038652,0.037087,0.039799,0.046059,0.042101,0.039711,0.036692,0.036934,0.041576,0.048210,0.042953,0.045013,0.051951,0.051325,0.047758,0.051051,0.051315,0.042163,0.036377,0.033976,0.029943,0.024281,0.022424,0.024147,0.022987,0.024645,0.027060,0.025360,0.023978,0.027029,0.025312,0.025333,0.025605,0.023889,0.021585,0.023088,0.022166,0.020145,0.018361,0.017213,0.013181,0.010365,0.010635,0.010921,0.009560,0.010459,0.010731,0.010239,0.011580,0.013875,0.014378,0.015017,0.013357,0.010491,0.008919,0.006884,0.005912,0.005012,0.004205,0.003692,0.004236,0.003868,0.004416,0.004973,0.003689,0.004985,0.005222,0.005004,0.004483,0.006134,0.000000,0.000808,0.002676,0.005425,0.006146,0.008975,0.010075,0.012883,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
