0.000000,0.000000,0.004949,0.010195,0.058969,0.044577,0.066524,0.076621,0.084581,0.073075,0.083527,0.072168,0.087131,0.077438,0.085159,0.085581,0.117653,0.108983,0.147244,0.153602,0.165738,0.128316,0.165877,0.147263,0.180138,0.178901,0.199499,0.166327,0.200117,0.167125,0.190695,0.162237,0.188544,0.170075,0.219973,0.195021,0.241396,0.214114,0.269323,0.239379,0.287921,0.264794,0.293754,0.253337,0.284718,0.246010,0.279811,0.291551,0.301670,0.302085,0.316447,0.315715,0.305806,0.282636,0.285999,0.283055,0.261572,0.251847,0.316292,0.278255,0.298052,0.296018,0.341801,0.284355,0.363500,0.346687,0.376745,0.338651,0.373047,0.304828,0.277757,0.243877,0.253205,0.201403,0.223115,0.272524,0.286725,0.282961,0.385405,0.444002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.119169,0.136143,0.162406,0.138644,0.165918,0.163788,0.166867,0.165685,0.190146,0.200981,0.229547,0.246981,0.249883,0.248747,0.233995,0.207350,0.191850,0.187899,0.179584,0.170200,0.172480,0.159060,0.147316,0.142601,0.148919,0.153783,0.155276,0.154512,0.158064,0.162844,0.165467,0.169172,0.176177,0.186459,0.185566,0.190942,0.199220,0.216960,0.216329,0.212257,0.215048,0.216387,0.210997,0.221468,0.231598,0.234050,0.240970,0.241168,0.231810,0.239796,0.239357,0.234797,0.241753,0.245997,0.238783,0.238508,0.246711,0.244186,0.252356,0.263348,0.281123,0.284446,0.289025,0.279132,0.275701,0.247189,0.187181,0.194701,0.189833,0.173148,0.166289,0.182214,0.156002,0.164648,0.212311,0.308301,0.457150,0.647215,0.677315,0.778679,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.000000,0.994879,0.996705,0.997763,0.998053,0.998370,0.999783,0.999858,0.999913,0.999712,0.999727,0.999786,0.999694,0.999670,0.999294,0.999013,0.998934,0.998898,0.998922,0.999584,0.999826,0.999822,0.999842,0.999839,0.999743,0.999784,0.999716,0.999791,0.999745,0.999756,0.999754,0.999825,0.999740,0.999718,0.999712,0.999776,0.999703,0.999695,0.999701,0.999674,0.999420,0.999015,0.998926,0.998823,0.998942,0.999196,0.999653,0.999745,0.999349,0.998947,0.998834,0.998719,0.998734,0.999247,0.999677,0.999770,0.999841,0.999901,0.999841,0.999819,0.999894,0.999833,0.999821,0.999890,0.999884,0.999755,0.999916,0.999471,0.999493,0.999543,0.999616,0.999449,1.000000,1.000000,0.999917,0.999175,0.998621,0.996023,0.995031,0.990908,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000
0.000000,0.013608,0.011067,0.008334,0.005929,0.003930,0.000693,0.000476,0.000323,0.001460,0.002242,0.001827,0.003431,0.004440,0.008883,0.015598,0.017907,0.016453,0.014717,0.006024,0.002200,0.002165,0.001832,0.001864,0.002947,0.002602,0.003516,0.002723,0.003219,0.003042,0.002927,0.002158,0.003070,0.003475,0.003681,0.003142,0.003960,0.003918,0.004083,0.004492,0.007872,0.013639,0.016325,0.015703,0.015152,0.010994,0.005062,0.003899,0.012040,0.017842,0.021707,0.023004,0.019530,0.010675,0.004237,0.002655,0.001602,0.000972,0.001360,0.001664,0.000985,0.001652,0.001904,0.001303,0.001398,0.003423,0.002149,0.016568,0.018014,0.018061,0.015515,0.016923,0.000007,0.000008,0.002196,0.015142,0.021987,0.034261,0.052707,0.068102,0.673499,0.939986,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.316810,0.272585,0.217299,0.216968,0.182180,0.135329,0.123111,0.145932,0.122912,0.108996,0.114892,0.087737,0.061136,0.054736,0.051606,0.036164,0.040794,0.040245,0.039287,0.036217,0.039081,0.043430,0.050545,0.059626,0.065270,0.068527,0.067081,0.075467,0.080090,0.087547,0.088329,0.097927,0.104901,0.105102,0.103489,0.104775,0.098282,0.080391,0.071311,0.073659,0.067940,0.066217,0.061952,0.063140,0.053207,0.057818,0.055159,0.057999,0.057628,0.061214,0.058235,0.066262,0.074858,0.083800,0.085464,0.089856,0.088128,0.084394,0.085922,0.092200,0.084337,0.085688,0.085425,0.090623,0.090485,0.098088,0.074194,0.059438,0.049785,0.044630,0.046176,0.051728,0.060356,0.063568,0.066048,0.055338,0.040752,0.036145,0.021801,0.014301,0.000779,0.000236,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.044217,0.044145,0.064350,0.118289,0.119607,0.141590,0.152929,0.155125,0.162963,0.199449,0.240206,0.257831,0.266127,0.246776,0.236130,0.222887,0.202258,0.231923,0.257260,0.312457,0.323068,0.390323,0.379146,0.406113,0.382334,0.504025,0.545414,0.652299,0.653385,0.743345,0.714105,0.722138,0.648063,0.693745,0.638118,0.664129,0.624427,0.666375,0.630972,0.660693,0.636787,0.684070,0.663056,0.666433,0.675927,0.738443,0.735819,0.783410,0.798389,0.779142,0.714760,0.719925,0.721896,0.730383,0.755617,0.832265,0.845507,0.872065,0.834126,0.831993,0.797492,0.837711,0.817003,0.893702,0.881648,0.896843,0.865894,0.895621,0.865171,0.894389,0.880789,0.918857,0.893012,0.928989,0.862990,0.885536,0.852565,0.855988,0.816601,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
0.924459,0.919472,0.943778,0.907753,0.908882,0.911077,0.884950,0.869347,0.896629,0.897605,0.912147,0.942532,0.944728,0.945382,0.956538,0.955021,0.941811,0.952781,0.945386,0.934710,0.915424,0.898524,0.856861,0.844839,0.810878,0.820448,0.800592,0.816288,0.794171,0.806745,0.786435,0.800005,0.786241,0.804342,0.784466,0.799429,0.777817,0.795420,0.777083,0.781225,0.735806,0.751091,0.753879,0.771855,0.772982,0.804116,0.823504,0.807087,0.809466,0.832742,0.836668,0.829307,0.862833,0.858668,0.851893,0.873263,0.835245,0.807724,0.791979,0.793776,0.747087,0.775900,0.756180,0.768770,0.716881,0.749922,0.769943,0.822898,0.801174,0.841939,0.818915,0.813706,0.741485,0.772384,0.778895,0.858596,0.887164,0.923956,0.933183,0.939704,0.939494,0.907144,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.924459,0.919472,0.943777,0.907753,0.908882,0.911077,0.884950,0.869347,0.896629,0.897605,0.912147,0.942532,0.944728,0.945382,0.956538,0.955021,0.941811,0.952781,0.945386,0.934710,0.915424,0.898524,0.856861,0.844839,0.810878,0.820448,0.800592,0.816288,0.794171,0.806745,0.786435,0.800005,0.786241,0.804342,0.784466,0.799429,0.777817,0.795420,0.777083,0.781225,0.735806,0.751091,0.753879,0.771855,0.772982,0.804116,0.823504,0.807087,0.809466,0.832742,0.836668,0.829307,0.862833,0.858668,0.851893,0.873263,0.835245,0.807724,0.791978,0.793776,0.747087,0.775900,0.756180,0.768770,0.716881,0.749922,0.769943,0.822898,0.801174,0.841939,0.818915,0.813706,0.741485,0.772384,0.778895,0.858596,0.887164,0.923956,0.933183,0.939704,0.939494,0.907144,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.009122,0.011444,0.009415,0.013453,0.015831,0.015402,0.020643,0.023525,0.020989,0.021731,0.020917,0.014437,0.014017,0.013703,0.010263,0.009400,0.011357,0.008958,0.009963,0.011400,0.015200,0.017004,0.022637,0.024053,0.030734,0.029696,0.032997,0.030006,0.033861,0.032473,0.036130,0.034748,0.038362,0.037200,0.040569,0.038939,0.043929,0.043475,0.047718,0.047231,0.058592,0.057052,0.055771,0.054145,0.055941,0.048766,0.044584,0.048088,0.044623,0.039920,0.037253,0.038307,0.031489,0.032678,0.033202,0.029765,0.039677,0.046461,0.053141,0.054193,0.070237,0.063523,0.069430,0.066017,0.079019,0.063239,0.046289,0.036368,0.039888,0.029105,0.032302,0.035783,0.044622,0.041060,0.048139,0.041293,0.046263,0.042311,0.038092,0.040035,0.050929,0.072731,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.887340,0.840324,0.823122,0.853109,0.809509,0.810941,0.816212,0.820083,0.793487,0.795491,0.769948,0.753056,0.750655,0.754240,0.764247,0.789692,0.801631,0.802905,0.809714,0.820412,0.819182,0.836067,0.851720,0.854330,0.850852,0.844681,0.846607,0.846020,0.850024,0.846859,0.850708,0.845937,0.841005,0.829052,0.832375,0.823939,0.822866,0.807004,0.807978,0.804316,0.807522,0.796408,0.799228,0.784348,0.778203,0.764066,0.756323,0.759180,0.770186,0.757481,0.770914,0.775435,0.762244,0.764926,0.775743,0.758072,0.759090,0.767808,0.755511,0.744490,0.742224,0.732059,0.730030,0.726653,0.742688,0.757824,0.807305,0.797762,0.803975,0.814874,0.825370,0.805348,0.831544,0.814021,0.767073,0.661385,0.556569,0.409696,0.400329,0.317411,0.166549,0.233075,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000
