Station,Total,0500-0515,0515-0530,0530-0545,0545-0600,0600-0615,0615-0630,0630-0645,0645-0700,0700-0715,0715-0730,0730-0745,0745-0800,0800-0815,0815-0830,0830-0845,0845-0900,0900-0915,0915-0930,0930-0945,0945-1000,1000-1015,1015-1030,1030-1045,1045-1100,1100-1115,1115-1130,1130-1145,1145-1200,1200-1215,1215-1230,1230-1245,1245-1300,1300-1315,1315-1330,1330-1345,1345-1400,1400-1415,1415-1430,1430-1445,1445-1500,1500-1515,1515-1530,1530-1545,1545-1600,1600-1615,1615-1630,1630-1645,1645-1700,1700-1715,1715-1730,1730-1745,1745-1800,1800-1815,1815-1830,1830-1845,1845-1900,1900-1915,1915-1930,1930-1945,1945-2000,2000-2015,2015-2030,2030-2045,2045-2100,2100-2115,2115-2130,2130-2145,2145-2200,2200-2215,2215-2230,2230-2245,2245-2300,2300-2315,2315-2330,2330-2345,2345-0000,0000-0015,0015-0030,0030-0045,0045-0100,0100-0115,0115-0130,0130-0145,0145-0200,0200-0215,0215-0230,0230-0245,0245-0300,0300-0315,0315-0330,0330-0345,0345-0400,0400-0415,0415-0430,0430-0445,0445-0500
Kilburn,1642.1300315599995,0.0,0.28887492000000004,1.28568272,3.09789632,4.01981442,4.8823621,7.16669038,10.89709278,14.84368998,19.29333448,29.617010399999998,34.943350200000005,35.9818844,33.167916999999996,31.719799600000005,23.196580800000003,17.8349326,14.0503204,13.2830548,11.358419,10.682123599999999,10.143979600000002,10.283594800000001,10.385327199999999,10.7860186,10.918857000000001,11.1897972,11.871181800000002,12.5112706,12.857363200000002,13.887003800000002,15.21809,15.8447228,15.9801389,16.926968300000002,18.059666500000002,17.852072300000003,17.395926899999996,18.7260194,20.882613199999998,20.8738398,24.1550458,27.3620788,32.5746848,37.6308974,38.6629176,47.7227718,49.8847148,58.0628924,60.08582320000001,73.4201458,62.98049500000001,67.6590296,58.43605380000001,53.312379800000016,42.45686080000001,40.393615200000006,31.482261600000005,25.7511116,20.753571,16.042906,15.035286800000002,13.0258416,12.660361199999999,12.0034034,11.0103172,11.2424156,11.093643400000001,10.3257506,9.454423599999998,8.587220460000001,7.86297866,6.83317386,5.99870046,5.6621687000000005,5.237244760000001,4.26140404,3.4748560520000003,2.621137252,1.679008412,0.8909496920000001,0.13420621200000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kingsbury,537.4833489063318,0.10511745199999999,0.191555964,1.0689502640000001,2.404237164,3.260821364,3.964785172,4.66749206,4.5498363,4.7162242,6.8154548,7.98296914,9.50477194,9.7980156,9.669086320000002,7.552969719999999,6.30224388,4.75391488,4.444178860000001,5.01268074,5.5174601999999995,6.20768564,7.0399590399999985,7.849308000000001,7.6511457,7.71749338,7.677490380000003,7.476469280000001,7.3958255400000015,7.559756640000002,7.8867207000000015,7.858385180000001,7.807743480000001,7.643878080000001,7.7159924800000015,7.58592748,7.289361800000001,7.6407588,8.5841096,7.8404212,8.001434399999999,18.4594634,22.745541000000006,21.7945784,21.71304244,22.17917704,12.26340984,7.765995440000001,7.676905920000001,8.48054808,7.74287036,7.285212680000001,7.77068908,8.023400800000001,8.535312800000002,9.05173592,9.657941400000002,8.638514,7.997831060000001,6.601091560000001,5.77408556,5.418939599999999,5.6151066,5.35305954,4.8589039000000005,4.18432738,3.819522080000001,3.0793250000000003,3.05837208,2.6622118260000005,2.633740026,1.881241886,1.721109786,1.472035846,1.4121758,1.14383922,1.05367168,0.99145748,0.7863838860000001,0.6638389312663151,0.4486122312663151,0.269228571266315,0.086265951266315,5.266315000000001e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
London Bridge,26204.055163000005,8.216763400000001,18.6547614,34.7667914,62.8568054,103.9315394,155.466136,213.055872,277.83531600000003,335.6012100000001,384.77525,430.33105000000006,504.90597599999995,560.973168,587.46298,589.2403899999998,557.9295860000001,486.952598,428.925488,382.97914,357.51254400000005,348.44704800000005,340.55312599999996,319.3684300000001,313.320338,312.049166,310.9222420000001,310.26695199999995,317.004724,323.40640400000007,324.34106799999995,325.47959199999997,331.470564,331.98538800000006,330.736664,329.413596,331.51108999999997,329.3451280000001,333.25599200000005,348.97626200000013,373.676378,385.167764,396.203234,438.37150199999996,461.15697000000006,488.078202,524.02207,585.4610580000002,607.179796,657.2474020000002,674.689162,700.9527740000002,684.4576860000002,659.0843200000003,600.0326259999999,541.33861,480.98707600000006,424.25322000000017,379.48776,340.92173399999996,314.61347200000006,275.9657480000001,252.880366,228.46507000000003,212.36433799999998,198.029484,191.625802,182.79471999999998,178.35190000000003,172.683962,171.927896,158.260557,140.540905,122.65520700000002,96.4219744,71.1297164,55.5257342,39.0148662,23.1001802,14.6422228,6.0645587999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Neasden,977.103727306793,0.0,0.6544704000000001,1.67237124,2.9324357400000003,4.4365815400000015,6.692430740000002,10.20100774,12.4249819,15.7274606,20.6707422,28.015990999999996,34.8995486,37.904494,39.0517176,36.137253799999996,28.681162600000004,19.6193816,16.027737000000002,13.575365,11.7801666,11.5970166,11.8243838,10.8945004,9.652842199999998,9.8507654,10.0050791,9.659994099999999,9.6464511,9.5058439,9.363513500000002,9.3536586,9.9349406,10.409670599999998,10.798986,11.1171256,10.881571600000001,10.7642038,10.424109399999999,10.402700999999999,9.8147561,10.1053139,11.669868899999999,13.2494823,15.0764871,17.421439200000002,20.119216400000006,22.4372766,25.323932,28.389558800000003,28.172417000000006,30.193295600000006,27.5268542,25.945942200000005,22.020888199999998,20.716814199999998,16.2099914,14.912040800000002,11.595659199999998,9.7608935,8.57302118,7.201250839999998,5.4500083,4.4056641800000005,3.67720576,3.09740052,2.55084196,2.55789462,2.7958882400000005,2.5267803400000006,2.2597241400000003,2.08360612,2.08757564,1.88355452,1.8737707,1.69779526,1.5873061519999998,1.2212957320000002,0.8163071813585959,0.447809021358596,0.311229221358596,0.143012849358596,2.9358596000000005e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
North Greenwich,17094.108517000004,40.950821999999995,59.475640000000006,98.731072,141.761208,174.35282600000005,202.831336,256.19641800000005,294.957002,326.26462599999996,373.45876400000003,402.22596400000003,452.469658,467.981298,496.18763800000005,485.80571,486.495168,419.97553800000014,382.10836200000006,323.5019420000001,282.3611140000001,240.419628,220.17476800000003,200.86388,194.638218,189.551154,180.264074,180.869824,181.12663999999998,183.40169200000003,185.006296,191.140728,196.706854,201.881386,198.77913600000002,200.42051200000003,199.85518,196.10092200000003,188.675108,192.96527200000003,196.68726,200.431632,215.63369,234.05421,253.24817799999997,267.32617799999997,295.419698,303.2925180000001,327.35583600000007,329.5288940000001,350.68953,352.60964,362.08457999999996,333.617198,322.55836800000003,282.406802,249.050812,212.770062,194.43498799999998,176.00896200000003,165.18624799999995,150.80077,137.51751000000002,129.04598,118.621126,108.80519,98.48270500000001,95.602817,94.728725,93.284479,93.247554,97.553901,89.5064936,78.81720220000003,62.33184780000001,50.65375480000001,33.05480860000001,23.209574,13.2079794,8.5052798,1.8021578000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Queensbury,182.53524615700002,0.19834794,0.374647166,1.263066706,3.0733921060000005,4.088173586,4.827507046,5.55943802,6.05576228,5.5452780000000015,6.7918467200000014,7.28591412,8.057957120000001,7.77611972,7.5466532000000015,5.613098560000001,4.7519000600000005,3.33660132,2.5313891,1.79056172,1.68226138,1.3278662200000002,1.33845474,1.18984967,1.08460217,1.15135597,1.17379677,1.16102827,1.4956461600000002,1.5202436599999998,1.4300332000000002,1.5015455000000002,1.53672976,1.2541791000000002,1.22685166,1.31311196,1.37278362,1.5560894000000003,1.84281444,2.03492316,2.02690646,2.09044728,2.2279014999999998,2.1711956000000003,2.14038282,2.5181242999999998,2.76745614,2.56548076,2.52972138,2.58388646,2.35870636,2.41621618,2.61456322,2.8437132000000007,3.3298667,3.70191128,3.59382226,3.38873366,3.18636288,2.621148,2.1342784600000004,1.71075712,1.48465392,1.31569078,1.10149398,0.841034848,0.70722334,0.6399078199999999,0.532397906,0.4775889980000001,0.5760907400000002,0.5614056679999999,0.5887799680000001,0.508223396,0.4301765974,0.28011540739999996,0.22005996739999997,0.0760825874,0.0109169134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Southwark,6598.861929800002,3.1680987999999997,5.4053152,10.207210800000002,24.866040800000004,52.4025268,67.804443,85.83312780000001,112.65716019999999,141.92621019999999,153.0373642,202.8871892,235.138812,252.606918,223.16209400000002,203.06731,151.25725600000004,119.28726920000004,80.3708064,84.89831240000002,78.8921514,79.76978340000002,67.8906308,70.3175176,65.6850756,66.13208660000001,59.05069660000001,63.49404000000001,62.016374000000006,62.3062212,59.9235458,64.2777478,63.4695454,67.46937340000001,62.2218606,66.44721200000001,63.0049324,66.2345336,64.40196259999999,73.8748382,73.5590114,84.096289,93.4814242,107.5817152,117.1073912,141.96725800000004,148.82251200000005,165.43788600000002,168.396998,195.022866,183.63566000000003,197.98650000000004,179.22466800000004,174.45277119999997,133.45256120000002,123.6317482,87.7594442,74.4869872,56.36559800000001,51.13195,40.0322856,40.96251960000001,40.47234,40.5247648,39.1323368,39.1318806,38.5560046,34.065303799999995,30.733036400000003,28.6821268,26.720339,22.0780872,20.9692986,18.13546206,13.73154976,9.48734596,8.290882159999999,4.8812041599999985,3.5347173000000005,2.5709512000000005,1.7046604000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
St. John's Wood,1906.1325047499993,0.0,0.11221267,0.4219389100000001,0.91930581,1.8373509500000005,2.7808225500000003,4.10967014,6.0233943000000005,9.439300999999999,13.37785346,19.41873706,26.788752399999996,30.598988400000003,30.701188399999996,27.87112,22.9592838,16.643768599999998,13.0137884,10.8037678,11.472278,11.731419400000002,11.2549228,11.099408,12.1155972,12.363810399999998,12.5759228,14.3387484,14.67675,15.121782200000002,15.205853800000002,16.668501600000006,17.4207014,18.604526,18.9852866,20.1651264,20.701470399999998,20.2334526,21.80720100000001,26.698902,34.632375200000006,38.2431438,43.7359492,49.663856,51.467289,52.60903100000001,57.9361578,66.33365900000001,72.6889922,74.4766524,74.4044432,73.25123599999999,69.049746,61.87663260000001,57.38371540000001,52.12065380000001,47.82735020000001,39.25630820000001,34.883206,33.038176799999995,31.043118000000003,29.267893599999997,28.7548846,26.4411402,23.707544600000002,19.9007892,15.545934299999999,12.7850881,10.9492907,9.0094719,8.3062681,8.052029200000002,7.348261,6.061916200000001,5.4988319400000005,5.03007204,3.65655084,3.06037584,2.41547204,1.8596879,0.8863574000000001,0.6100476000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stratford,36751.314950000015,67.91863000000001,113.19042,185.033054,288.238206,428.09404200000006,512.674536,638.9818260000002,747.3904920000001,827.9106320000001,848.7137220000002,915.627596,979.101256,1066.455476,1086.4746539999999,1035.007124,994.62311,864.2812700000003,689.5237100000003,566.1899080000002,493.193896,412.798246,369.638592,335.381612,326.974648,326.4141400000001,326.072996,333.711674,353.423874,357.855814,369.43447799999996,381.203656,403.32523199999997,408.212658,413.793,421.563222,438.000142,437.83633399999997,428.40223399999996,421.69564800000006,420.232616,422.22076799999996,429.90432,460.539574,527.373634,597.08506,629.123654,726.6589700000002,772.6446100000002,844.81651,836.6398100000001,903.657632,826.1684920000001,828.6868200000001,716.6616940000001,644.0911340000001,523.4089980000001,468.97675000000015,366.13588599999997,323.918198,316.568908,304.9446660000001,305.5437080000001,322.07688400000006,331.1552420000001,331.825962,326.737328,306.495314,276.27031800000003,238.51557999999997,193.245954,154.78611,123.32681200000002,99.05934520000002,78.2115488,64.4076708,42.40123480000001,29.0583328,16.9627556,6.414386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Swiss Cottage,1738.2992726000007,0.0,0.25955456000000005,0.625713,1.35560836,2.0661046,3.3589016000000003,5.200203640000002,7.0326842,8.722137940000001,13.765426699999999,20.4145897,29.840640500000003,35.2388915,37.040242000000006,33.202388400000004,29.890046,21.6715222,16.2164398,14.2563978,14.159116399999998,11.2585605,9.45806246,9.20851286,9.27611816,9.87388056,10.241000860000002,11.0506743,11.6764637,11.935523600000002,11.7989968,12.668792800000002,13.352837400000002,13.816102000000004,14.170616599999999,15.478389600000002,16.064274400000002,16.5964366,16.718908000000006,19.212099400000003,23.386691400000004,26.802055000000006,33.8887826,41.253263200000006,46.19630040000001,52.31910180000001,58.07345900000001,63.85093160000001,68.43588360000001,68.35389359999999,63.51157360000001,61.451038,56.947557999999994,49.960891,46.65585660000001,44.91549500000001,40.904911600000005,32.9738196,30.629644199999998,29.099861000000004,26.2983752,24.213475000000006,23.251735600000004,19.9398842,16.778411200000004,15.312312600000002,14.235961800000002,14.248005,14.329283600000002,15.018293,13.906925,11.95098386,10.68414246,9.66484826,7.97915246,6.71567018,5.570566000000001,4.3849480000000005,2.9124414,1.6093423999999998,0.94940668,0.5612384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
