ID,NLC,ASC,Station,Mode,Line,Dir,Platform,Total,Early,AM Peak,Midday,PM Peak,Evening,Late,0500-0515,0515-0530,0530-0545,0545-0600,0600-0615,0615-0630,0630-0645,0645-0700,0700-0715,0715-0730,0730-0745,0745-0800,0800-0815,0815-0830,0830-0845,0845-0900,0900-0915,0915-0930,0930-0945,0945-1000,1000-1015,1015-1030,1030-1045,1045-1100,1100-1115,1115-1130,1130-1145,1145-1200,1200-1215,1215-1230,1230-1245,1245-1300,1300-1315,1315-1330,1330-1345,1345-1400,1400-1415,1415-1430,1430-1445,1445-1500,1500-1515,1515-1530,1530-1545,1545-1600,1600-1615,1615-1630,1630-1645,1645-1700,1700-1715,1715-1730,1730-1745,1745-1800,1800-1815,1815-1830,1830-1845,1845-1900,1900-1915,1915-1930,1930-1945,1945-2000,2000-2015,2015-2030,2030-2045,2045-2100,2100-2115,2115-2130,2130-2145,2145-2200,2200-2215,2215-2230,2230-2245,2245-2300,2300-2315,2315-2330,2330-2345,2345-0000,0000-0015,0015-0030,0030-0045,0045-0100,0100-0115,0115-0130,0130-0145,0145-0200,0200-0215,0215-0230,0230-0245,0245-0300,0300-0315,0315-0330,0330-0345,0345-0400,0400-0415,0415-0430,0430-0445,0445-0500
30122,511,BSTu,Baker Street,LU,JUB,NB,Jubilee // NB,8713.3962466,102.8104272,931.291041,2014.6583344,2862.459702,1788.20759,1013.969152,0.9126608000000002,1.56877872,4.66482692,7.748859520000001,12.51911512,18.28085432,25.5985764,31.5167554,48.13185679999999,66.1810792,88.7995712,104.6275112,119.20089,110.028236,100.26138,79.2661946,64.0445636,51.12545040000001,51.3476878,48.2766202,50.5630444,51.88335540000001,52.34347460000001,52.14299020000001,53.98423100000001,55.3012942,57.3794292,58.74853719999999,63.61401720000001,67.235804,70.8086,74.65843100000002,79.128423,79.37595400000002,80.67206,83.30184000000001,87.40083100000003,91.0112958,99.0188038,110.8120718,123.9888418,138.7313068,159.156518,173.39718,203.764158,214.730616,236.63613,242.472922,259.284296,247.637524,260.733086,250.706154,254.258982,241.634532,236.023638,214.577664,199.495444,183.226206,170.897882,157.459464,151.2592059999999,143.324852,133.037766,128.793148,126.86952,126.271278,131.402574,136.17025,140.871974,131.761574,125.973798,118.78581,108.139486,94.12099,84.079616,72.15036140000002,56.43550200000002,38.47746600000001,22.270842,15.141394,5.760338600000001,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
30123,511,BSTu,Baker Street,LU,JUB,SB,Jubilee // SB,20663.51403359999,448.9420516,4804.594644000001,6449.154042,5537.308068000001,2512.216866,911.2983620000001,3.2175802,12.0290776,16.3940696,35.0018796,55.91616120000001,77.33467940000001,103.822434,145.22617,206.51336,256.347844,323.9280260000001,396.887194,466.868174,485.117442,513.575034,510.5109220000001,483.360622,433.0847180000001,386.75629,341.6450180000001,316.6489640000001,283.9413140000001,262.984426,258.406196,253.590092,241.901372,249.419122,261.011282,269.505196,268.711018,265.678372,260.885838,253.835616,245.744424,242.868792,244.115372,247.581392,250.406974,257.745902,270.497844,287.61331,300.639176,312.1807960000001,343.2412520000001,364.481168,399.7000000000001,419.20252,473.656334,481.614538,521.6161940000002,513.553956,538.413904,503.2868040000001,490.3733680000001,430.679608,400.7296740000001,343.31446,303.54635,263.893168,243.835008,216.80032,194.740086,182.230566,170.491184,158.731558,149.853558,144.905954,139.874654,134.105978,123.361156,113.927324,111.404626,100.73641,86.5887008,75.1909354,62.1626668,42.363166,27.58754200000001,17.8120072,10.8230606,5.234789200000002,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
360122,787,BERu,Bermondsey,LU,JUB,NB,Jubilee // NB,6732.360829899998,386.7739108,2477.445365999999,1693.6515438,1520.9529262,486.3452678,167.1918153,6.1178872,12.8448426,22.9274586,37.1436166,52.90967439999999,65.26343539999999,85.796706,103.77029,132.360068,151.386874,193.83501,223.40961,265.038878,264.43792,274.309006,252.59107,236.567328,187.852344,162.870896,132.786362,111.318642,84.95693599999998,78.4522632,75.69621120000002,72.93045520000003,69.04906319999999,67.2917352,66.0081552,62.9538012,59.9079696,59.42768600000001,59.61696800000001,59.4770888,59.7349848,61.4242204,63.116643,63.44674500000001,63.365775,64.18667860000001,67.1699046,71.48854960000001,75.83005759999999,85.68361759999999,91.11739279999999,99.6922098,102.3506198,115.0207518,118.5868058,136.266243,142.218422,157.047246,152.1493872,150.5430912,132.5996272,117.9026272,96.5758952,80.91577860000002,63.873119,53.16548980000001,44.66996280000001,37.0477424,32.7426868,30.8911044,29.8987176,29.0047686,28.1621966,28.147468,27.8262332,26.5181024,23.8304604,22.479757,21.3761116,19.0878246,15.0211253,13.67060902,10.94109782,6.69942882,3.42849262,2.84166672,1.297139,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
360123,787,BERu,Bermondsey,LU,JUB,SB,Jubilee // SB,5144.177627599998,218.7339532,1079.52827,1441.2895548,1444.398542,640.305273,319.9220346,4.645176599999999,10.8969374,17.0669916,24.3568986,31.9634912,36.8771098,42.6235836,50.30376440000001,57.44013740000001,67.63683759999999,75.6060424,85.8964778,95.29092359999999,104.7983356,109.9458958,112.934943,106.301137,98.27499720000002,87.5174792,77.8850634,67.7416882,59.8617902,52.7647298,51.765393,48.7981048,49.57978080000001,54.52905940000001,56.37683920000001,53.6444868,50.4854278,49.0736498,47.1554852,48.2046208,49.288494,53.26750800000001,55.5021554,55.0903404,54.47708960000001,54.0576816,57.0894966,73.11619920000001,91.0395822,98.713583,109.666369,120.125508,113.4917672,109.4133152,120.2683832,124.3933712,128.7577132,131.684752,135.364072,123.293708,121.617314,111.114796,104.873842,87.352634,78.64338459999999,66.0782542,58.20800300000001,48.98205900000001,47.39477900000001,47.68835720000001,44.1465244,41.17734640000001,40.268817,40.196113,40.1690012,40.9068216,39.9720156,39.263851,40.504287,38.59761280000001,32.3819534,28.5566566,22.85854672,14.58785712,8.701539320000002,6.776011520000001,3.85166152,2.3351454,0.628075,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
30722,524,BDSu,Bond Street,LU,JUB,NB,Jubilee // NB,19135.58259926001,452.85139926,2091.4553158,3950.3748372,6259.350826,4331.141320000001,2050.408901,0.120820392,1.434937452,15.817890252,31.628384252,57.36741625200001,83.57098786000002,118.3626748,144.548288,179.719712,195.299318,217.490016,225.740394,242.136152,221.283344,203.284288,172.049975,145.415215,104.463877,93.92919300000001,90.6438318,94.6687628,96.7498356,99.7052516,102.8767986,105.8759858,106.2084798,109.789774,116.936542,122.007267,124.841403,130.610497,137.149612,144.549674,152.002442,162.607386,176.663402,189.445366,200.043064,207.47954,227.724478,250.03948,263.91914,294.179916,334.30074,366.017438,394.088196,446.948688,487.0490820000001,538.013016,563.314024,605.5433320000002,609.3476660000001,614.0820980000002,578.37373,548.591678,507.981878,470.04749,422.1682420000001,400.894914,385.14342,360.487646,348.7790040000002,342.5232200000001,330.2027960000001,323.223494,313.428822,314.4986820000001,319.7435900000001,320.154224,309.186814,288.27841,258.627062,218.413098,182.727826,143.1665,118.45937,90.860979,60.75653500000001,31.522593,20.829045,7.426444999999999,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
30723,524,BDSu,Bond Street,LU,JUB,SB,Jubilee // SB,28916.27373939999,615.4560794,3975.003034,7581.153426000001,9187.379582000001,5281.015786000001,2276.265832000001,4.4390634,10.2220822,25.9544602,49.7699542,74.65715060000002,111.6424608,152.411352,186.359556,217.521058,251.000122,269.50444,310.0346580000001,349.296642,385.699886,396.4331060000001,420.2511240000001,399.0535760000001,362.4351100000001,319.0899080000001,294.683404,262.99016,253.234206,243.865578,245.87408,255.611274,257.465348,256.572082,270.44858,281.684032,280.302592,286.6558,290.30783,297.751354,300.3532620000001,312.9095440000001,322.770866,336.982816,344.608598,357.300874,373.218242,397.500052,417.824406,441.164456,493.757394,537.4402640000002,583.398544,636.1725799999999,733.2850940000001,781.7198400000001,855.8533100000002,894.11195,941.50374,893.33071,850.8172699999999,763.93453,715.8117500000002,643.8645300000002,581.548912,537.110968,504.356216,451.955248,402.634348,392.841092,371.985646,360.697534,346.217742,341.0686080000001,346.734942,340.448072,324.629096,304.154576,289.5265500000001,247.28397,204.325822,168.450778,144.661006,102.3264836,66.83079359999999,46.2817816,27.1371856,10.2097176,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
360322,788,CWRu,Canada Water,LU,JUB,NB,Jubilee // NB,24814.71450088001,1361.65060188,9581.207876,6937.057558,4540.005654000001,1813.5824026,581.2104084000001,7.33029312,22.47796012,56.24731212,112.66669612,169.5753174,228.821763,323.9293760000001,440.601884,552.376714,674.8286019999999,837.0124020000002,959.999042,1034.587422,1020.128408,1004.75678,913.1379,807.6634000000001,678.0544300000001,598.9060840000002,499.756692,424.506868,350.8886480000001,319.213294,309.97655,305.610346,297.989124,302.592424,299.310204,294.320544,283.606554,282.5957860000001,275.988766,269.21521,252.575704,249.373876,247.35307,245.123486,238.129,248.011528,259.031822,273.790752,284.595192,303.456718,319.802092,339.866018,347.228188,367.184048,386.089228,410.30201,410.767264,422.8044640000001,420.559604,409.2447900000001,374.940122,344.384074,306.635844,267.8847000000001,226.376014,193.557726,170.866802,149.2501612,131.218956,122.268925,118.628251,113.161815,107.128409,107.1924922,106.0481512,99.8812512,96.25910120000002,90.838906,78.68386520000001,66.36643400000001,53.50982639999999,39.31411660000001,26.8031496,17.2451204,8.0180636,3.6435732,0.647001,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
360323,788,CWRu,Canada Water,LU,JUB,SB,Jubilee // SB,16215.4862988,849.562139,4657.56213,4432.997730000001,3661.696114,1930.012014,683.6561717999999,5.502581,23.247019,45.41219699999999,72.02310299999998,107.906135,147.203862,196.395284,251.8719580000001,324.7364320000001,381.9361,448.129542,502.672942,522.88301,493.7787060000001,459.398806,415.120662,338.57499,282.539332,253.188264,234.603344,195.326554,172.7368228,165.5700008,158.5392788,160.9804348,168.5729368,190.783594,199.525964,214.640248,207.703688,210.48264,200.240738,194.168234,178.106964,176.648864,174.1064500000001,171.967874,162.22092,153.595898,158.877228,177.177366,193.405878,213.467876,234.151278,256.62036,270.274486,286.822542,310.477972,335.731558,349.50017,355.9861860000001,350.4428460000001,333.049206,306.5601900000001,270.1971120000001,236.033486,211.340986,193.20106,188.51283,177.685284,169.362254,159.531544,154.303912,140.391784,143.24009,132.7680592,133.0102564,126.6639544,123.4197274,107.1026854,101.4706722,86.865044,72.873743,56.129423,45.8488976,33.3653028,23.60906588000001,14.86792056,9.59157556,4.84806096,2.21421976,1.44983368,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
80722,852,CWFu,Canary Wharf LU,LU,JUB,NB,Jubilee // NB,40181.7202286,669.8460196,5379.970446,8044.706228,18145.0769,6255.999926000001,1686.120709,12.4887744,25.4149484,37.53182039999999,58.1890744,84.055818,112.567322,145.957692,193.64057,240.493046,288.060524,349.8078940000001,431.287298,512.4689559999999,573.4792940000002,599.5179620000001,603.6848920000001,552.8679040000002,478.6028040000002,401.9385560000001,347.761316,298.275672,268.53239,248.311548,246.259634,250.575412,250.867136,261.348152,275.863706,287.063066,283.93254,291.4296400000001,295.284094,299.58533,296.899276,308.601604,318.981836,332.109436,341.9003300000001,371.551606,397.483912,429.7161400000001,467.631832,565.1067820000002,657.395154,802.8441000000001,950.3373800000003,1220.078,1434.94964,1679.96348,1811.9947,1963.33716,1916.23712,1853.022480000001,1682.127300000001,1535.7687,1294.416840000001,1117.79024,900.4014300000001,748.7093580000002,611.3443900000002,526.972362,434.292746,396.551906,353.1642380000001,322.1494300000001,295.359528,284.287054,264.977244,240.201758,229.153418,224.221568,202.482348,179.62049,159.965954,140.532327,115.087401,81.950291,55.016509,40.150751,17.737894,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
80723,852,CWFu,Canary Wharf LU,LU,JUB,SB,Jubilee // SB,19363.03970100001,290.6092888,1098.3239306,4598.6449216,7695.89906,4230.21987,1449.34263,4.0569638,10.1276032,21.2673348,37.09636879999999,47.251978,49.92571020000001,57.6726068,63.2107232,66.48378720000001,74.02083400000002,85.805798,93.270986,97.841596,99.713053,96.306539,94.351653,89.45537900000001,99.224487,95.1339352,106.7158832,107.8564032,111.1844952,102.8477444,107.5243292,111.3308492,119.9662432,136.9414352,146.94938,163.836554,161.438552,170.215484,166.252098,169.839184,164.342156,182.14692,191.08933,209.029282,221.72196,260.371542,268.513338,303.267528,313.235414,356.502114,352.242586,414.3118260000001,443.552806,554.36964,613.089336,721.413468,759.0392119999998,805.4570719999999,754.9024519999998,729.429792,674.9855,637.501168,587.8467880000002,560.3022440000001,521.4148580000002,466.5142000000001,416.646988,369.86144,329.357304,301.8871240000001,284.60025,263.426648,250.166926,243.166834,222.875054,209.179728,195.465564,182.272824,155.117546,144.233796,123.4496,108.933926,86.6359204,76.1798794,60.2734568,45.7208828,29.5577148,20.2790504,12.0427414,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
