Station,Direction,Day,Total,0500-0515,0515-0530,0530-0545,0545-0600,0600-0615,0615-0630,0630-0645,0645-0700,0700-0715,0715-0730,0730-0745,0745-0800,0800-0815,0815-0830,0830-0845,0845-0900,0900-0915,0915-0930,0930-0945,0945-1000,1000-1015,1015-1030,1030-1045,1045-1100,1100-1115,1115-1130,1130-1145,1145-1200,1200-1215,1215-1230,1230-1245,1245-1300,1300-1315,1315-1330,1330-1345,1345-1400,1400-1415,1415-1430,1430-1445,1445-1500,1500-1515,1515-1530,1530-1545,1545-1600,1600-1615,1615-1630,1630-1645,1645-1700,1700-1715,1715-1730,1730-1745,1745-1800,1800-1815,1815-1830,1830-1845,1845-1900,1900-1915,1915-1930,1930-1945,1945-2000,2000-2015,2015-2030,2030-2045,2045-2100,2100-2115,2115-2130,2130-2145,2145-2200,2200-2215,2215-2230,2230-2245,2245-2300,2300-2315,2315-2330,2330-2345,2345-0000,0000-0015,0015-0030,0030-0045,0045-0100,0100-0115,0115-0130,0130-0145,0145-0200,0200-0215,0215-0230,0230-0245,0245-0300,0300-0315,0315-0330,0330-0345,0345-0400,0400-0415,0415-0430,0430-0445,0445-0500
West Ham,NB,MON,16819.443275032525,45.86454101475234,106.28099742149051,187.8379217740905,311.49177989665793,430.9713658089982,541.4673531373383,622.9727663146001,672.034383908,675.515123944,651.3449313,641.6475955700001,640.841194852,628.0272182939999,592.6421375900001,565.4458782058975,544.9884601858977,463.8827679398976,408.54174745189755,357.0395489458976,314.96435719,248.35912073090844,226.66402633010847,208.45674655210846,194.29759090010847,192.91411192810847,180.0755082912,180.924768032,161.77940965191976,173.52075223791974,153.26495912191976,168.34157501991973,156.22876017591975,172.65951587200001,157.8819319865133,169.98271220451335,156.76374300451332,173.16869095851334,150.52885581451335,164.016237456,152.333953986,173.15208216399998,158.604600874,175.17990118,180.9880617,198.68986722,188.74600402000002,210.89214072,223.5840441,218.09103922,212.881028,208.93065026,192.68864388,168.55780198,152.85152674000003,130.35585894000002,118.43013226000001,100.605996586,88.447663616,78.379432564,71.995349042,65.019216322,55.963024048,55.941357804,50.097641496,52.29823280000001,45.6070175027074,46.5993158355074,39.8012318577674,39.1424292490874,32.356376705767396,33.267167405486624,27.054910997686623,25.913401854192127,19.65640665687213,16.16975177911168,8.412370296685058,5.699932219685059,1.7813354749195547,0.6452886609195547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Westminster,NB,MON,4049.385741218001,0.45998577800000007,0.914367318,1.5359312980000002,4.826917098,6.809544045999999,10.35313928,14.57472314,19.65412008,24.35629708,28.929578659999997,31.973298120000003,35.06866352,40.011453,39.3476974,38.7103966,37.53433960000001,36.1672086,31.3387318,29.3188089,30.1287923,31.722098500000005,32.126512700000006,34.8673521,39.3336692,42.175944,43.6230778,48.5167128,50.904452199999994,52.2528454,53.02652019999999,58.12589679999999,59.202309400000004,62.082564999999995,60.984591800000004,63.357307199999994,64.2007764,66.11891920000001,66.9186832,69.0642666,71.22811620000002,71.783511,71.0556096,74.98150179999999,86.36951240000002,91.80664580000001,99.99386960000001,113.76671360000002,119.62024300000002,119.59384960000001,129.30800360000003,131.292194,128.68811180000003,129.4233534,125.79459400000002,114.27525500000002,106.2143564,94.546979,77.5784778,68.66950120000001,58.053034600000004,47.38803020000001,41.349275399999996,41.33179960000001,37.3261454,35.6242738,34.971711,34.2136116,33.4275298,31.0480498,27.849866300000002,26.506292700000003,24.4232743,20.296975160000002,18.33622676,17.69421492,13.761214840000003,9.17080004,5.93062278,3.2808193799999996,0.79307992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Baker Street,SB,MON,7747.912900238669,1.9958734703999998,7.7002989104,14.516271786399999,24.459268148,36.52867785955392,48.53707375075392,61.53431764475391,87.83271212275392,107.14212101875391,124.8909920052,164.72909238200003,193.004961948,208.418590418,219.09897236200004,228.945022572,211.75673074000002,194.065981672,175.427510102,160.53478429,146.64867809000003,134.15459231800003,124.22894662600002,113.337325092,105.56842540400001,98.16244648400001,93.43294314000002,95.679626828,97.0372763,101.69318969999999,100.95930896,99.51638306000001,95.397213152,94.21907454,89.70258506,89.850673652,92.49214757200001,95.79429223200002,94.30477173200002,96.47800443199999,98.84240108,101.53480794,104.43906395999998,110.56476941999999,120.41616544000003,130.62689102,138.69888358,147.775193728,161.485389188,166.359452848,169.500771108,167.432593508,170.272097892,162.92670379199998,151.476798952,138.74415939800002,128.99521105800005,109.56633272599998,95.160406026,85.83067534599999,78.01576499800001,69.72397435800002,63.15301399800001,56.167123288,52.6219908608,48.2570640208,46.1611123808,43.7662326488,42.775728124800004,39.951280694,37.599953760000005,34.1173801114,33.02546333054,29.143010982539998,23.962158412940003,19.31680630294,15.73400077414,10.259702448999999,6.346076831,4.3325401186,2.4066566046,0.649939602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bond Street,SB,MON,10849.476350771,0.0,21.908297751999996,38.549530112,60.999734832,85.962242032,120.91730985200002,135.30602746600002,162.706730276,178.83780773600006,193.89002147600002,210.07776369600003,234.92064813000002,261.61242236,280.10974434,295.60318748000003,316.2608401,292.70994704000003,252.87213230000003,224.38479074,203.84070972,161.92003218000002,150.93079652,140.53499979999998,136.69715568,125.51342568000001,117.87302856000001,113.16121114,116.53872824000001,114.62377316,111.45349224000002,108.71502824000001,112.03057572000002,109.85639784000001,107.76052084000001,108.62848269999999,114.29038706,113.62957492000001,114.70729026,115.16303826000001,119.94201675999999,118.1144024,122.89571099999999,130.8060831,146.39994210000003,162.17926312,182.89027612,198.61669912,233.72881232000003,248.58280092000004,260.4472448,268.48717300000004,282.32332492,261.05533312,240.61659076,213.07771103999997,187.37141694000002,154.6341989,126.25218784000003,111.00794678,102.19251996,91.69745171999999,77.4260639,97.80675519999998,95.22054402,90.45870782,85.09514196000002,84.57339078000001,60.485855560000005,58.790704219999995,54.666643734,52.90290428,58.66650556,54.058128094000004,44.519089512,39.737171997000004,32.917246718200005,16.1622972862,8.323883732200002,6.1810862542,2.3024295952,0.364867328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Canada Water,SB,MON,7689.21784633,0.0,10.6265486,22.44348668,45.077019480000004,63.557300880000014,92.79192288000002,110.08139548,141.3058614,161.60628260000001,184.55022960000005,203.36299240000002,226.90147320000003,225.38347240000002,211.9843076,198.69131720000004,181.69788160000002,150.83685260000001,128.829567,112.1240912,97.4405562,76.7124206,65.4892208,57.06209600000001,57.575595000000014,55.0120256,55.060747199999994,56.151777400000014,56.55793500000001,56.365064200000006,59.0280028,60.377825800000004,62.91053000000001,64.4306882,63.9851546,61.237194599999995,64.0692034,64.4593922,63.19004720000001,64.59292520000001,72.73391760000001,80.14072900000001,94.5790926,112.0130354,130.666569,150.25047640000003,176.4623672,199.56925120000002,225.94869939999998,242.8050946,257.393296,252.0964728,245.60697020000003,222.24094300000002,196.87912020000005,162.98868620000002,138.3988352,105.82631540000003,88.82987040000002,76.50506800000001,68.73718360000001,62.45320840000001,61.87631720000002,55.886552,55.492306600000006,54.3360972,49.519979000000006,44.7004793,42.6301359,38.9371699,34.6354191,33.19223430000001,31.800534999999996,27.540166399999997,21.445377160000003,17.06398456,11.433832412000001,6.427418086000001,3.5510128860000005,1.802423926,0.18788172600000005,0.07291707400000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Canning Town,SB,MON,7107.73050819799,5.819028006000001,8.712810466000002,11.663954346,17.90369250600001,21.817652332,26.73168542,38.83935756,50.27320508,67.27345292000001,91.17429432,121.326457,130.7207944,149.1027114,145.3613097,131.24788850000002,103.43296169999999,90.01334809999999,71.86696802,63.32855792000001,57.25281871999999,62.37777492000001,58.10219920000001,53.18825108,54.63415048,60.80909608,59.910536279999995,70.07330460000001,79.41454879999999,83.67332920000001,86.4584306,90.08877060000002,93.03545500000001,94.342697,98.87979560000001,101.94709280000002,108.15905200000002,111.46252820000001,112.11987840000002,121.01565000000002,131.6096154,135.49040000000002,157.3853076,186.5154756,189.14032540000002,206.33130640000002,226.3815158,240.70064399999998,236.2885376,245.60170240000002,238.294007,232.541675,201.9860352,189.88591080000003,166.2253824,148.33826820000002,120.54651015999998,104.88583716,83.26492590000001,76.60355129999999,60.14152170000001,57.125874939999996,50.74396544,47.8306775,43.12412238,39.08669738,31.790262439999992,29.403092800000003,26.033537459999998,23.086799040000002,23.829929160000002,23.162796020000002,21.834802520000004,19.842748240000002,18.48500824,17.006168820000003,16.11762394,13.782718700000004,10.32498492839787,7.622182668397869,4.549672168397869,0.9560879283978685,0.27681120839786844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Finchley Road,SB,MON,14641.210284022172,0.24141439999999997,23.0619104,62.3463724445,106.2950684445,200.8344340445,277.50519136450004,343.4448473925,401.413450888,478.84476734800006,537.0758114280001,603.114214448,677.4914638200001,684.61602864,642.43627394,570.68024414,508.50731758000006,403.01963108,350.70591022,328.4027288,303.54225154,264.83783215999995,254.08395636,241.40504898800003,222.93350581599998,203.06486083599998,198.17759237600004,183.540661584,180.41219585600004,176.90054224,171.22876216000006,166.91480826000006,170.03478828000001,166.10767502,158.921797828,154.679265148,150.443882602,143.183781834,137.673885062,137.761412582,140.44053274200002,137.71510320800002,142.380257988,142.93997066,153.50387958000002,159.74096816,167.57687239999998,169.62665296,179.62905472,192.97640362,217.1360984,223.2974582,234.66341470000003,224.14759659999999,196.76385370000003,152.77946330000003,131.7717991,98.27370650000002,80.75130081399999,65.10383001400001,57.17650485400001,45.64298265400001,38.232867604000006,33.98852561,30.466190689999998,27.125411109999998,24.04762041,23.066080160000006,23.25799766,21.824781900000005,20.336607108,19.199449696000002,19.132766162,16.818102932000002,14.732084062000006,11.788087509934622,8.944259835934622,5.053552859934623,2.077223569934622,0.42321911993462186,0.41962280399999996,0.35254099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Green Park,SB,MON,12534.736107039997,5.884652299999999,28.851002700000002,47.1583181,67.7361081,97.89586670000001,126.27169459999999,148.7901316,169.0993928,189.69985260000004,200.69749500000003,216.98083940000004,229.5058022,255.21999019999998,259.62396900000005,268.1708836,263.1602106,245.1847024,212.69666819999998,194.79157780000003,170.36364460000001,148.8745672,136.8273862,121.7852376,119.859746,117.6547529,111.89120450000001,109.39407650000001,117.62480480000002,117.0664182,122.9586487,129.3120711,130.1067509,135.8052672,135.70807820000002,130.67271720000002,139.6568436,143.6865214,139.4038432,147.21959800000002,162.4959938,164.38734000000002,172.01346260000003,196.27312320000004,208.1284144,221.318802,236.026898,260.6053534,270.1791718,292.4463928,296.2454684,311.944366,304.9178614,301.0578732,273.961518,262.33324220000003,230.74394060000003,208.2501924,180.14380659999998,168.98918300000003,152.81511780000002,141.86618940000002,131.16815280000003,129.63674,133.2825694,131.7622998,129.35496220000002,130.98934874,124.59573674,115.74159474000001,108.42077524000001,105.17356024000001,98.33205938000002,91.85394328000002,72.58226988000001,58.484192700000015,43.388123112,28.324416788000004,14.413304488,10.109931288,4.657320768,2.029758556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
London Bridge,SB,MON,11338.897552200002,4.772425,16.0627922,33.4545504,41.4242215,66.30019250000001,92.72449350000001,124.8593213,166.21815229999999,217.14607720000004,248.04825820000002,272.2619042,297.27130320000003,311.132492,316.34198399999997,305.142916,301.55946600000004,276.12722279999997,234.68513480000001,191.6159668,167.50373280000002,135.60246640000003,108.01474200000001,93.68532920000001,86.88897500000002,82.40312560000001,77.409632,79.7024352,79.5405882,83.7830244,86.29790539999999,88.7060068,89.5246194,92.6944312,91.52627240000001,90.21345280000001,91.1791714,92.59286780000002,91.05198900000002,94.3827622,100.8845002,111.97403320000001,123.43644160000001,139.55213320000001,154.02760080000002,171.5574876,188.7672478,214.4200848,251.801336,283.480698,323.2750512,342.7605448,356.79975279999996,339.6708718,320.9653278,272.75615580000004,240.59348700000004,199.239485,166.93795280000003,142.4387208,130.9262664,119.44085100000004,108.8949378,103.21430100000002,96.4909676,94.8662348,90.9132766,89.0976208,90.7797184,89.47666800000002,83.91972660000002,78.05688860000001,70.7436146,61.627865000000014,52.10291340000001,40.49610440000001,29.816579540000003,20.99226914,11.732665140000002,5.687330540000001,3.18840014,1.2410366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Waterloo,SB,MON,5717.213407975397,0.0,5.440723966,11.585310166000003,16.836711079000004,21.127700179,31.340123281,35.516963129000004,38.928930668999996,40.53412126560001,54.9060871856,58.6333756236,67.57429467680002,77.28717547680002,88.5739057672,80.9248118272,79.5943529272,71.19326506,58.308082628,45.95964068000001,41.73880096,35.92402933,31.4108322108,32.4191408788,32.4589082068,32.35339561880001,32.6265439488,32.993956247999996,33.492702192,35.175632372,37.853418068,40.309050884,44.57025538800001,45.913394868,50.421695528,52.52346685,55.943155554,59.11740917000001,62.49177901000001,63.013696010000004,68.43154202,71.09087796,73.83898668,75.15021380000002,84.83250252,91.3960364867,108.01411388670002,121.25245354670001,143.72948118669999,159.3447957467,169.52086558,168.99822092000002,165.48224972660003,158.4024733866,143.38934941259998,134.71832275260002,123.90032887259997,113.07014739200001,101.84684772680001,99.50767518880001,92.7065006488,90.7441463228,94.62002929680001,94.2009244784,93.47218935040001,93.2200760504,93.8443215364,100.04080534440003,112.623989836,117.6647355508,117.09204082580003,112.75621274579998,102.41316328980001,78.0083980238,61.33675636317957,49.29705274217957,37.872868442179566,24.907146470179566,19.053837268179567,10.920366554000001,5.6325638,1.85095936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wembley Park,SB,MON,1992.3016792010003,0.2765517768,1.4852501428,5.1328012628,10.306942692800002,14.131970216800001,18.100154086000007,23.154939920000004,28.91196528000001,31.598515830000004,38.95879262600001,41.7580446152,45.35175965520001,47.3591012428,49.7492913228,43.359575914800004,42.671834139599994,37.59362369960001,31.368446591999998,24.432454460000002,24.125082428,21.199393222000005,18.70458943,16.424388476,15.068567448,14.211205944000003,13.709198515999999,14.1361436228,15.1564973768,16.517804664799996,16.4973117748,17.2455221468,18.518212952000003,18.728962655999997,19.972933822000005,20.240062020000003,20.780083538,20.975580326,22.598339056,23.593906642,26.687078834,35.143318797999996,40.009941690000005,44.236348436,45.692494855999996,52.62876328000001,50.6531766,50.57574142000001,57.31815388000001,63.28719092,63.37735282,64.96132902000001,64.16236800000001,55.278345599999994,48.7395742,39.62403278000001,31.12343348,26.66923608,21.658454600000002,18.96373226,17.52857278,17.56177408,17.33505188,17.05681916,16.03176466,14.746279920000001,13.242387619999999,11.57442582,11.44134282,10.77781612,9.986695600000001,8.633415339999999,7.57275808,5.39952698,3.647413626,2.3533869726,1.4007188618,0.6407131218000002,0.3908424218,0.07993231580000001,0.0041719292000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
West Ham,SB,MON,2775.1023424684904,2.42290749,3.813938406,5.6844557600000005,19.854426368,33.896833394,37.253590758,53.7763138226,60.98115416660001,73.0811078102,81.1333429542,98.5817965302,105.6955329356,123.15158308560001,111.40190765400001,102.792805662,98.301022042,85.40682965599999,67.1749138688,57.2015587208,49.31466788280001,37.2967867668,30.0146194028,26.279131130000003,24.631814798000004,26.357190492,23.642015330000003,27.747873442,26.692473368,32.288436329999996,28.935176342,32.8287762808,27.025851252800003,31.629374491999997,26.077592476000003,27.671426117999996,23.347885187200003,26.1520235872,23.090216827,27.465953241000005,27.445783725600002,33.7026882296,34.9055294256,39.59817919260001,37.2652578198,39.8802913872,38.041705663200005,44.180081627199996,50.386706939199996,57.788217212,63.95695390600001,70.07490841399999,67.75675043120002,60.906188241200006,54.337043825200006,41.2091582572,29.991224349200003,21.4278305908,15.197278788799998,12.0733189368,12.2907176508,14.0188456418,12.512176072400003,12.467781517799999,11.259224721800003,12.1419739018,9.2831331276,9.9884309952,8.041366829800001,8.039023313800001,5.4412107038,5.830845935,4.310794337172001,3.807294329172,2.3282810048980003,2.042936558898,0.505857250898,0.420241427126,0.055073969126,0.0500082734,0.0191835094,0.0191835094,0.008355094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Westminster,SB,MON,14569.426962219999,4.960081484000002,9.942995164,15.724947124000002,32.069705204,47.392722384,75.48958836,98.30653092000001,144.19754956000003,182.51366028000004,209.41099459999998,242.59451938000004,301.32998560000016,339.33673780000004,360.65970783999995,384.43118446,378.56714798,333.85412404,273.30948134,225.2193457,182.31969684000006,146.80086708000005,124.32464916,114.10295946000002,112.22982496000002,114.22596755999999,116.70332476,124.23205196,134.64596456000004,136.85394686,140.51991010000003,142.8783005,148.94777870000001,149.7232669,151.0874034,150.9916397,157.90424350000004,156.4011441,161.82688230000005,172.0185612,190.04816400000004,206.67742580000004,223.92154920000004,241.44052700000003,258.9144812,267.7760896,286.49211880000007,314.2266978,362.6535152,398.34859960000006,425.8334136000001,450.95010060000004,458.3936816,432.7933686000001,403.56022220000006,371.93990800000006,317.7961984,271.8385098,222.726864,184.08292040000003,156.4659272,139.4818414,123.2339996,115.5167244,108.2608166,100.6974066,95.4062514,94.7047424,100.18398980000002,105.5292702,104.96777768,102.9915836,98.50564320000002,88.54350860000001,75.6100734,61.72117172000001,47.45981934000001,32.063887480000005,17.50168408,7.269431680000001,3.7731052800000002,1.0745583400000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Baker Street,NB,TWT,6318.11662083,0.82091208,1.6084436080000002,4.2001482,7.32074141,11.47382745,14.497634422,21.044349814,27.543383642000002,41.646899332000004,56.070697171999996,74.83447666,87.05567314000001,94.43293484000002,87.12636928,78.1172876,63.47686596,50.031535160000004,40.055959400000006,37.52452036,36.862887656,37.849991182,39.758974322,40.868422762,40.916521942,41.163620246,41.218362139999996,41.75692748,43.30267924,44.37063536,44.14619196,44.7152841,46.36431966,48.1200497,50.58942836,52.39289556,55.53787638,60.43223154,63.815195540000005,72.64990878,78.91816936000001,84.30731448000002,89.35094717999999,102.47439317999999,109.10122964,129.168564,140.12831512,159.93138842000002,166.08844828000002,178.27499072,173.46485592,182.44126040000003,181.2258296,185.29367814,178.02100918800002,177.01492084800003,160.994600848,146.077472688,128.598243642,118.99864019400002,106.852946694,102.26626093399999,95.85329377400001,93.85456628,91.53289088,89.09608878,89.08907242000001,93.08284454,99.47154948000001,103.94067682000001,105.98115498000003,103.08091978,101.08835144000001,93.80376256000001,84.09487878000002,70.72284020000001,64.40290786000001,48.9607418,31.699909279999996,17.51398312,12.176375740000001,3.9612693999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bond Street,NB,TWT,12348.873582700002,0.0,6.0344089400000005,15.793200840000003,31.50310894,47.97831094,75.52174534000001,98.1923711,119.5675334,135.24924670000001,154.01823790000003,162.50863049999998,173.8855236,178.8157852,176.48129400000002,157.4878418,138.1489532,110.11254592,87.24678992,71.95626612000001,72.59154092,70.82113792000001,71.8015704,72.53424691999999,74.44606712000001,72.34007944000001,71.66434444,72.73203423999999,76.89824582,77.17611802,78.88772990000001,79.69792430000001,85.4093067,86.73113511999999,91.87719192,96.95160052,107.02962832,111.79937012000002,118.38443700000002,126.23797266,142.55894566,151.68216222,161.60898582000002,183.81411642,200.62372216,221.29038576,249.5196176,288.7226198,328.115596,354.47135260000005,382.5757724,397.897874,402.67713660000004,378.03551329999993,364.05026530000004,327.02908350000007,295.18911742,256.21400162000003,236.96970652,219.53272612000006,210.31316782000002,206.1553714,204.03490612,199.10311682000003,198.03771622000002,196.62272792,195.52382572,202.36518459999996,209.30767256000001,211.9943407,204.36339038000003,187.33087582000005,167.35227686000002,145.18610791999998,117.62174946,95.68148414000001,78.83533774,56.8324741,33.27151278,18.5155785,9.08441754,2.2481706000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Canada Water,NB,TWT,15966.648252800003,0.0,14.746436600000001,36.4161306,74.23479859999999,112.9098106,183.12095720000002,248.13173660000004,327.32727120000004,407.2097326,495.3980852000001,560.9807706,602.6825646,598.799228,556.5990426000001,503.769542,439.894744,377.4190050000001,336.76406299999996,300.3283516,265.9694576,228.0156656,206.04795399999998,189.2866352,194.8682678,191.1138728,195.60857400000003,198.8324366,202.507081,193.82509320000005,191.60692260000002,188.9613586,182.636366,171.66865360000003,168.31930220000004,167.33135320000002,168.531098,168.9705472,169.28830200000002,177.36826259999998,186.9342446,192.85951799999998,201.77789540000003,215.5433378,218.9116324,230.49555220000002,232.75645600000001,249.74631599999998,263.65827640000003,286.2046072,289.424214,305.7348208,300.2445588,296.30531500000006,269.1210424,250.7649404,221.8748712,195.0910368,161.3091068,141.6402726,121.26372200000003,107.55693120000001,94.552013,87.04957160000001,84.94723240000002,82.5556866,77.2050682,76.8633742,77.8708326,74.8388472,71.67945540000001,70.11664900000001,64.1593034,54.1864772,43.65505172,32.11279136,20.112168160000003,11.428106360000001,5.349368559999999,1.25811344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Canning Town,NB,TWT,15212.170488920001,13.880838180000001,51.94347392,102.60697832000002,132.24441231999998,186.97450834000006,248.56796314,287.91580319999997,298.0033242,338.1208464,367.69135028,397.10021388,405.16828288,433.13713888000007,446.98500148,440.3670092,402.87978259999994,367.71320030000004,327.52746030000003,285.91794490000007,240.4549933,209.63442910000003,191.57192200000003,178.38515840000002,168.2121217,167.3278331,165.89817284,173.00266984,170.20193916000002,175.52283046,169.29540316000003,176.37015702000002,167.53581452,170.4101252,164.40217520000002,176.2880545,168.87441716,176.18021786000003,180.3168968,198.8480634,205.24408440000002,223.48023773999998,234.54033454,261.1246246,262.808905,289.69446680000004,308.1824806,331.79209660000004,321.36624330000006,328.1124679,311.4812826,297.9748174,264.7221068,256.3336455,240.33847930000002,224.3348734,194.85072159999999,179.80159000000003,153.12740380000002,130.9354428,105.64610300000001,96.77244938000001,86.79522434,81.96839026,74.43204607999999,70.22267054,64.94081656,62.265,54.64773986,51.317970720000005,47.766365640000004,45.881710940000005,42.08371074,41.92052326,40.03969878,36.6021317,27.9056316,20.1633922,12.117247899999999,4.9564333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Finchley Road,NB,TWT,4617.994754827001,0.0,0.33913949,0.8285842632000001,1.5138217414,4.8547072854,7.469827305400001,12.6908902154,21.4347074422,31.315485164000002,41.73095562,52.6276196,59.72636779999999,60.2142596,60.8910396,55.06189940000001,47.1903492,38.48486770000001,33.7482966,27.0920352,23.825752660000003,21.177410180000003,22.27916328,21.618540959999997,22.685679560000008,23.0150735,25.30350486,25.759287879999995,28.42395104,29.648533320000002,31.120330860000003,32.346108720000004,35.29287638,37.23632304,39.05553956,40.735939959999996,43.26238042,45.12828334000001,46.022870940000004,48.42768754,50.3453854,57.22863694,61.686309439999995,63.69984203999999,79.19552824,91.48482003999999,98.9208345,111.68040059999998,132.5655298,139.98373859999998,159.1501,172.99221740000004,185.98732460000002,180.86110340000005,181.52241920000006,164.6970795,156.2455381,132.90333716,123.65525728000001,101.77670318,92.09972064000002,79.83435446000001,73.82067760000001,67.52493172,67.57572318000001,63.95681516000001,59.98382298000001,60.43541927999999,59.93122898,57.272865259999996,54.87354934000001,51.356835460000006,46.900905959999996,39.15064152,31.93317186,23.330477100000007,16.69500878,10.483700240000001,6.682882339999999,3.70897976,3.3163445000000005,0.9645020600000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Green Park,NB,TWT,13887.594296230003,2.48993864,9.9762839,19.45978594,41.42786614,63.031247640000004,84.37972496,111.16883554000002,141.4875637,166.0128659,195.3870812,229.77241823999998,265.6399353,292.26979570000003,297.25494130000004,287.8271545,263.74519736,221.54298486000005,181.64469672,153.95738664,137.38359450000002,130.25005164,127.33923324,120.28680246000002,119.39715194000001,121.17788696,116.50987636,115.16588052,123.80386623999999,127.89631674,123.96788386,123.93836366,129.7750147,131.42290910000003,134.08408260000002,136.05120440000002,145.1969358,147.9531428,147.8947676,154.7449718,168.98528800000003,171.04131980000002,184.38468560000007,202.94257600000003,230.7788726,261.9066216,301.1945218,334.36581300000006,374.37175719999993,395.1754698000001,402.9392336,410.0422266,406.25713400000006,386.8553028,361.9967434,335.2786268,293.2606158,254.5615386,216.01743220000003,184.92095488000004,162.54222388000002,151.87868208000003,140.46422578,132.38161338,133.6610915,136.34134384,132.96442204000002,136.36362454000002,147.655064,147.904355,146.35911426000004,150.18413538000004,141.19098118000002,126.48111812,111.93873192000001,91.24188106,69.5397671,51.369545686,32.543808086000006,16.367057086000003,7.098473146000001,1.130661986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
London Bridge,NB,TWT,2750.82827664,0.143586468,0.371051168,2.334021768,3.6422198280000004,6.265308288,9.629223419999999,13.493924920000001,18.04780452,21.90553046,24.043482600000004,28.1510348,33.977740600000004,41.56712780000001,50.315351,55.9921842,60.07074780000001,58.34491440000001,54.0411984,47.954766000000006,44.948606,41.9711358,41.077656,38.490550400000004,37.48061020000001,36.89249720000001,34.525615200000004,33.85672,33.385858,34.1417814,34.1603725,34.885753699999995,35.71081430000001,36.9017731,35.4619685,35.614636600000004,36.2473976,36.386444600000004,36.1941992,38.063891,39.227772400000006,40.5704482,43.2631362,44.4444578,47.5283238,48.8573266,55.0205654,55.8169776,66.3874038,65.83744279999999,72.8941684,65.8407486,68.1205726,56.5066906,55.996009400000005,46.829103,46.01438660000001,40.1720218,37.779819800000006,35.1186482,33.1646616,30.729311200000005,28.6328859,27.5676335,25.5990567,25.741052500000002,26.5938947,26.514463400000004,29.4403736,29.9316794,30.606919000000005,27.119925300000006,25.59614336,21.51452296,18.14576642,13.58167632,12.651880539999999,8.83018848,5.5622200799999995,3.0426102200000003,1.3458881200000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
